quarter_date,strat,ticker,rank_in_strat,score_level2,selected_reason,pair_corr,score_gap_vs_top1,active_review_date,switch_flag,switch_reason,ter_pct,ter_dec,nom,label
2024-08-01,STRAT3,TWCBIEA ID Equity,2,0.8037593486211079,top2_diversified,-0.06409701345191067,0.2271940531427019,2024-02-01,0,same_ticker,1.13,0.0113,Twelve Cat Bond,Twelve Cat Bond
2024-09-02,STRAT1,UIATHNA GR Equity,1,1.0060835609479848,top1,,0.0,2024-02-01,0,hold_buffer,1.23,0.0123,ATHENA UI,ATHENA UI
2024-09-02,STRAT1,ALLVOSI LX Equity,2,1.0210154942167948,top2_diversified,-0.06494116178290021,0.2459168017721748,2024-02-01,0,hold_buffer,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2024-09-02,STRAT2,MOTSECS LX Equity,1,0.9452664859457417,top1,,0.0,2024-02-01,1,better_score,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2024-09-02,STRAT2,BGTFDLX LX Equity,2,0.9416172969393284,top2_diversified,0.3468842726650356,0.0036491890064133115,2024-02-01,0,same_ticker,1.47,0.0147,LUX IM-PICTET FUT TRE-DXL EA,LUX IM-PICTET FUT TRE-DXL EA
2024-09-02,STRAT3,DISFCPE LX Equity,1,0.8868124093974489,top1,,0.0,2024-02-01,0,same_ticker,1.11,0.0111,DANSKE INV FX IN GL VAL-CPEC,DANSKE INV FX IN GL VAL-CPEC
2024-09-02,STRAT3,TWCBIEA ID Equity,2,0.8523301576012171,top2_diversified,-0.0795106526299876,0.034482251796231767,2024-02-01,0,same_ticker,1.13,0.0113,Twelve Cat Bond,Twelve Cat Bond
2024-10-01,STRAT1,ALLVOSI LX Equity,1,1.0552805963878178,top1,,0.0,2024-02-01,1,better_score,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2024-10-01,STRAT1,UIATHNA GR Equity,2,0.982163032202183,top2_diversified,-0.40021373341924665,0.07311756418563475,2024-02-01,1,deduplicate,1.23,0.0123,ATHENA UI,ATHENA UI
2024-10-01,STRAT2,MOTSECS LX Equity,1,1.2154537102686862,top1,,0.0,2024-02-01,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2024-10-01,STRAT2,BGTFDLX LX Equity,2,1.1876439159117689,top2_diversified,0.3408739388692048,0.027809794356917328,2024-02-01,0,same_ticker,1.47,0.0147,LUX IM-PICTET FUT TRE-DXL EA,LUX IM-PICTET FUT TRE-DXL EA
2024-10-01,STRAT3,DISFCPE LX Equity,1,0.7861464023535345,top1,,0.0,2024-02-01,0,same_ticker,1.11,0.0111,DANSKE INV FX IN GL VAL-CPEC,DANSKE INV FX IN GL VAL-CPEC
2024-10-01,STRAT3,TWCBIEA ID Equity,2,0.7767581185565798,top2_diversified,-0.0254060083359493,0.009388283796954666,2024-02-01,0,same_ticker,1.13,0.0113,Twelve Cat Bond,Twelve Cat Bond
2024-11-01,STRAT1,ALLVOSI LX Equity,1,1.1209854568714837,top1,,0.0,2024-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2024-11-01,STRAT1,UIATHNA GR Equity,2,1.0013068523431383,top2_diversified,-0.40289313216480765,0.11967860452834533,2024-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2024-11-01,STRAT2,MOTSECS LX Equity,1,1.2769447897556336,top1,,0.0,2024-02-01,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2024-11-01,STRAT2,BGTFDLX LX Equity,2,1.1730813104460547,top2_diversified,0.28052162268627673,0.10386347930957895,2024-02-01,0,same_ticker,1.47,0.0147,LUX IM-PICTET FUT TRE-DXL EA,LUX IM-PICTET FUT TRE-DXL EA
2024-11-01,STRAT3,DISFCPE LX Equity,1,0.9445991090714706,top1,,0.0,2024-02-01,0,same_ticker,1.11,0.0111,DANSKE INV FX IN GL VAL-CPEC,DANSKE INV FX IN GL VAL-CPEC
2024-11-01,STRAT3,GAMCBIA ID Equity,2,0.7687506467957459,top2_diversified,-0.06809980395886187,0.1758484622757247,2024-02-01,1,better_score,0.8,0.008,Gam Swiss Re Cat Bond - Ins EU,Gam Swiss Re Cat Bond - Ins EU
2024-12-02,STRAT1,ALLVOSI LX Equity,1,1.1672879435394554,top1,,0.0,2024-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2024-12-02,STRAT1,UIATHNA GR Equity,2,1.0913697009124854,top2_diversified,-0.398908806228137,0.07591824262697,2024-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2024-12-02,STRAT2,MOTSECS LX Equity,1,1.1025809238046955,top1,,0.0,2024-02-01,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2024-12-02,STRAT2,BGTFDLX LX Equity,2,1.0432262609559142,top2_diversified,0.25694366396438456,0.059354662848781325,2024-02-01,0,same_ticker,1.47,0.0147,LUX IM-PICTET FUT TRE-DXL EA,LUX IM-PICTET FUT TRE-DXL EA
2024-12-02,STRAT3,DISFCPE LX Equity,1,0.9102453225523167,top1,,0.0,2024-02-01,0,same_ticker,1.11,0.0111,DANSKE INV FX IN GL VAL-CPEC,DANSKE INV FX IN GL VAL-CPEC
2024-12-02,STRAT3,GAMCBIA ID Equity,2,0.8255982457403178,top2_diversified,-0.11771450903781029,0.0846470768119989,2024-02-01,0,same_ticker,0.8,0.008,Gam Swiss Re Cat Bond - Ins EU,Gam Swiss Re Cat Bond - Ins EU
2025-01-01,STRAT1,ALLVOSI LX Equity,1,1.1593933875650206,top1,,0.0,2024-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-01-01,STRAT1,UIATHNA GR Equity,2,1.1331861051740226,top2_diversified,-0.3348375652837756,0.02620728239099801,2024-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-01-01,STRAT2,MOTSECS LX Equity,1,1.1700688958744543,top1,,0.0,2024-02-01,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-01-01,STRAT2,PDAIEUR LX Equity,2,1.0821571091065596,top2_diversified,0.399779448108499,0.08791178676789468,2024-02-01,1,better_score,1.56,0.015600000000000001,PICTET TR-DIVER ALP-I EUR,PICTET TR-DIVER ALP-I EUR
2025-01-01,STRAT3,DISFCPE LX Equity,1,0.9248704834362144,top1,,0.0,2024-02-01,0,hold_buffer,1.11,0.0111,DANSKE INV FX IN GL VAL-CPEC,DANSKE INV FX IN GL VAL-CPEC
2025-01-01,STRAT3,GAMCBIA ID Equity,2,0.9269169202861859,top2_diversified,-0.11771450903781029,0.0846470768119989,2024-02-01,0,hold_buffer,0.8,0.008,Gam Swiss Re Cat Bond - Ins EU,Gam Swiss Re Cat Bond - Ins EU
2025-02-03,STRAT1,ALLVOSI LX Equity,1,1.1676978909089069,top1,,0.0,2025-02-03,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-02-03,STRAT1,UIATHNA GR Equity,2,1.1057000298710045,top2_diversified,-0.32913298906398647,0.06199786103790239,2025-02-03,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-02-03,STRAT2,MOTSECS LX Equity,1,1.5827253720387249,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-02-03,STRAT2,CARPPFE LX Equity,2,1.168287028229021,top2_diversified,0.3271324904428268,0.4144383438097039,2025-02-03,1,better_score,1.15,0.0115,CARMIGNAC L/S EU EQ-F EUR,CARMIGNAC L/S EU EQ-F EUR
2025-02-03,STRAT3,VAIGCIA GR Equity,1,1.8388169581781917,top1,,0.0,2025-02-03,1,better_score,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-02-03,STRAT3,AUREUSF ID Equity,2,1.3851938900847494,top2_diversified,0.26133133747579745,0.4536230680934423,2025-02-03,1,better_score,0.49,0.0049,AUREUS FUND,AUREUS FUND
2025-03-03,STRAT1,ALLVOSI LX Equity,1,1.1633492881090375,top1,,0.0,2025-02-03,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-03-03,STRAT1,UIATHNA GR Equity,2,1.1363624559853616,top2_diversified,-0.3297549106261213,0.02698683212367592,2025-02-03,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-03-03,STRAT2,MOTSECS LX Equity,1,1.522634181140063,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-03-03,STRAT2,DA13030 LX Equity,2,1.0223759755560116,top2_diversified,0.33251040824695755,0.5002582055840514,2025-02-03,1,better_score,1.01,0.0101,DEKA-EUROPA AKTIEN SPEZIAL,DEKA-EUROPA AKTIEN SPEZIAL
2025-03-03,STRAT3,VAIGCIA GR Equity,1,1.8609504978152998,top1,,0.0,2025-02-03,0,same_ticker,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-03-03,STRAT3,XAD5 GR Equity,2,1.3170096812185488,top2_diversified,0.006855391967944352,0.543940816596751,2025-02-03,1,better_score,0.25,0.0025,X PHYSICAL GOLD ETC EUR,X PHYSICAL GOLD ETC EUR
2025-04-01,STRAT1,UIATHNA GR Equity,1,1.2115622219308102,top1,,0.0,2025-02-03,1,better_score,1.23,0.0123,ATHENA UI,ATHENA UI
2025-04-01,STRAT1,ALLVOSI LX Equity,2,1.089034655146985,top2_diversified,-0.3027636818945884,0.12252756678382526,2025-02-03,1,deduplicate,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-04-01,STRAT2,MOTSECS LX Equity,1,1.3081500775818327,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-04-01,STRAT2,DA13030 LX Equity,2,0.983809567079358,top2_diversified,0.29693597496458185,0.3243405105024747,2025-02-03,0,same_ticker,1.01,0.0101,DEKA-EUROPA AKTIEN SPEZIAL,DEKA-EUROPA AKTIEN SPEZIAL
2025-04-01,STRAT3,VAIGCIA GR Equity,1,1.834746769196431,top1,,0.0,2025-02-03,0,same_ticker,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-04-01,STRAT3,GBSE GR Equity,2,1.3893347708015116,top2_diversified,0.0024853922363218643,0.4454119983949194,2025-02-03,1,better_score,0.12,0.0012,WT PHYSICAL GOLD-EUR DLY HDG,WT PHYSICAL GOLD-EUR DLY HDG
2025-05-01,STRAT1,UIATHNA GR Equity,1,1.2056757076262863,top1,,0.0,2025-02-03,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-05-01,STRAT1,ALLVOSI LX Equity,2,1.092352741150905,top2_diversified,0.14197540259172356,0.1133229664753812,2025-02-03,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-05-01,STRAT2,MOTSECS LX Equity,1,1.235427953382808,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-05-01,STRAT2,DA13030 LX Equity,2,0.9815767185560457,top2_diversified,0.31232412469039816,0.2538512348267624,2025-02-03,0,same_ticker,1.01,0.0101,DEKA-EUROPA AKTIEN SPEZIAL,DEKA-EUROPA AKTIEN SPEZIAL
2025-05-01,STRAT3,VAIGCIA GR Equity,1,1.92263547880858,top1,,0.0,2025-02-03,0,same_ticker,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-05-01,STRAT3,GBSE GR Equity,2,1.5694094838606443,top2_diversified,0.12419734930003347,0.3532259949479357,2025-02-03,0,same_ticker,0.12,0.0012,WT PHYSICAL GOLD-EUR DLY HDG,WT PHYSICAL GOLD-EUR DLY HDG
2025-06-02,STRAT1,UIATHNA GR Equity,1,1.1765612589747776,top1,,0.0,2025-02-03,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-06-02,STRAT1,ALLVOSI LX Equity,2,1.0753621056916463,top2_diversified,0.14257358752122956,0.10119915328313134,2025-02-03,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-06-02,STRAT2,MOTSECS LX Equity,1,1.1639624369776385,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-06-02,STRAT2,DA13030 LX Equity,2,0.9716637543866241,top2_diversified,0.31425978744928584,0.19229868259101435,2025-02-03,0,same_ticker,1.01,0.0101,DEKA-EUROPA AKTIEN SPEZIAL,DEKA-EUROPA AKTIEN SPEZIAL
2025-06-02,STRAT3,VAIGCIA GR Equity,1,2.0516182054974204,top1,,0.0,2025-02-03,0,same_ticker,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-06-02,STRAT3,GBSE GR Equity,2,1.5465834817759134,top2_diversified,0.0769581296177009,0.5050347237215069,2025-02-03,0,same_ticker,0.12,0.0012,WT PHYSICAL GOLD-EUR DLY HDG,WT PHYSICAL GOLD-EUR DLY HDG
2025-07-01,STRAT1,UIATHNA GR Equity,1,1.1727677648175272,top1,,0.0,2025-02-03,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-07-01,STRAT1,ALLVOSI LX Equity,2,1.0766699405410307,top2_diversified,0.14012289747810622,0.09609782427649649,2025-02-03,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-07-01,STRAT2,MOTSECS LX Equity,1,0.9188163655183045,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-07-01,STRAT2,CARPPFE LX Equity,2,0.8593919358563289,top2_diversified,0.026655114761997094,0.059424429661975586,2025-02-03,1,better_score,1.15,0.0115,CARMIGNAC L/S EU EQ-F EUR,CARMIGNAC L/S EU EQ-F EUR
2025-07-01,STRAT3,VAIGCIA GR Equity,1,1.9735623696704778,top1,,0.0,2025-02-03,0,same_ticker,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-07-01,STRAT3,GBSE GR Equity,2,1.5669014584974987,top2_diversified,0.0900605038500264,0.4066609111729791,2025-02-03,0,same_ticker,0.12,0.0012,WT PHYSICAL GOLD-EUR DLY HDG,WT PHYSICAL GOLD-EUR DLY HDG
2025-08-01,STRAT1,UIATHNA GR Equity,1,1.1709677815690962,top1,,0.0,2025-02-03,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-08-01,STRAT1,ALLVOSI LX Equity,2,1.0728829105294593,top2_diversified,0.14067870541712463,0.09808487103963692,2025-02-03,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-08-01,STRAT2,MOTSECS LX Equity,1,1.0964832145030872,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-08-01,STRAT2,CARPPFE LX Equity,2,0.7463919965349904,top2_diversified,0.007956949638447588,0.3500912179680967,2025-02-03,0,same_ticker,1.15,0.0115,CARMIGNAC L/S EU EQ-F EUR,CARMIGNAC L/S EU EQ-F EUR
2025-08-01,STRAT3,VAIGCIA GR Equity,1,1.8246742909418658,top1,,0.0,2025-02-03,0,same_ticker,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-08-01,STRAT3,XAD5 GR Equity,2,1.461599290707258,top2_diversified,0.054259275902279386,0.3630750002346079,2025-02-03,1,better_score,0.25,0.0025,X PHYSICAL GOLD ETC EUR,X PHYSICAL GOLD ETC EUR
2025-09-01,STRAT1,UIATHNA GR Equity,1,1.2437140365880008,top1,,0.0,2025-02-03,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-09-01,STRAT1,ALLVOSI LX Equity,2,1.0563032560511703,top2_diversified,0.22311275920250265,0.18741078053683058,2025-02-03,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-09-01,STRAT2,MOTSECS LX Equity,1,1.095037036530386,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-09-01,STRAT2,ROSIHCE FP Equity,2,0.6960174661483135,top2_diversified,0.5032952284631631,0.3990195703820726,2025-02-03,1,better_score,1.47,0.0147,ROPS-SM IND ACTS US 2-IHCEUR,ROPS-SM IND ACTS US 2-IHCEUR
2025-09-01,STRAT3,VAIGCIA GR Equity,1,2.166728228532619,top1,,0.0,2025-02-03,0,same_ticker,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-09-01,STRAT3,XAD5 GR Equity,2,1.4836826408716435,top2_diversified,0.054259275902279386,0.3630750002346079,2025-02-03,0,hold_buffer,0.25,0.0025,X PHYSICAL GOLD ETC EUR,X PHYSICAL GOLD ETC EUR
2025-10-01,STRAT1,UIATHNA GR Equity,1,1.253801372477635,top1,,0.0,2025-02-03,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-10-01,STRAT1,ALLVOSI LX Equity,2,1.0493309999828728,top2_diversified,0.22838584813298018,0.20447037249476208,2025-02-03,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-10-01,STRAT2,MOTSECS LX Equity,1,1.358408617818225,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-10-01,STRAT2,CARPPFE LX Equity,2,0.8728105736133418,top2_diversified,0.0025148776042298684,0.4855980442048833,2025-02-03,1,better_score,1.15,0.0115,CARMIGNAC L/S EU EQ-F EUR,CARMIGNAC L/S EU EQ-F EUR
2025-10-01,STRAT3,VAIGCIA GR Equity,1,2.155184728665399,top1,,0.0,2025-02-03,0,same_ticker,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-10-01,STRAT3,XAD5 GR Equity,2,1.584512579656796,top2_diversified,0.054259275902279386,0.3630750002346079,2025-02-03,0,hold_buffer,0.25,0.0025,X PHYSICAL GOLD ETC EUR,X PHYSICAL GOLD ETC EUR
2025-11-03,STRAT1,UIATHNA GR Equity,1,1.2619387238051716,top1,,0.0,2025-02-03,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-11-03,STRAT1,ALLVOSI LX Equity,2,1.0616921941146475,top2_diversified,0.21433866437111745,0.20024652969052403,2025-02-03,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-11-03,STRAT2,MOTSECS LX Equity,1,1.5493443535985483,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-11-03,STRAT2,CARPPFE LX Equity,2,0.9272933666598084,top2_diversified,0.04332099437796975,0.6220509869387398,2025-02-03,0,same_ticker,1.15,0.0115,CARMIGNAC L/S EU EQ-F EUR,CARMIGNAC L/S EU EQ-F EUR
2025-11-03,STRAT3,VAIGCIA GR Equity,1,1.9978368819324748,top1,,0.0,2025-02-03,0,same_ticker,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-11-03,STRAT3,XAD5 GR Equity,2,1.675080331840208,top2_diversified,0.054259275902279386,0.3630750002346079,2025-02-03,0,hold_buffer,0.25,0.0025,X PHYSICAL GOLD ETC EUR,X PHYSICAL GOLD ETC EUR
2025-12-01,STRAT1,UIATHNA GR Equity,1,1.2784040253750206,top1,,0.0,2025-02-03,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2025-12-01,STRAT1,ALLVOSI LX Equity,2,1.0569852369800252,top2_diversified,0.21146000796696396,0.2214187883949954,2025-02-03,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2025-12-01,STRAT2,MOTSECS LX Equity,1,1.4517390471484932,top1,,0.0,2025-02-03,0,same_ticker,1.47,0.0147,MOTION SECURE FUND SICAV-SIF,MOTION SECURE FUND SICAV-SIF
2025-12-01,STRAT2,CARPPFE LX Equity,2,0.6620219887196603,top2_diversified,0.04332099437796975,0.6220509869387398,2025-02-03,0,hold_buffer,1.15,0.0115,CARMIGNAC L/S EU EQ-F EUR,CARMIGNAC L/S EU EQ-F EUR
2025-12-01,STRAT3,VAIGCIA GR Equity,1,2.148140115927852,top1,,0.0,2025-02-03,0,same_ticker,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2025-12-01,STRAT3,XAD5 GR Equity,2,1.6017828195661634,top2_diversified,0.054259275902279386,0.3630750002346079,2025-02-03,0,hold_buffer,0.25,0.0025,X PHYSICAL GOLD ETC EUR,X PHYSICAL GOLD ETC EUR
