,beta_rolling_126d
2024-07-02,0.17354156401523363
2024-07-03,0.17519926396067
2024-07-04,0.17703050135025958
2024-07-05,0.21774283999690877
2024-07-08,0.22083408538804655
2024-07-09,0.21599936252834442
2024-07-10,0.2173897722938637
2024-07-11,0.20766212164725587
2024-07-12,0.20436065342601226
2024-07-15,0.20960690928701536
2024-07-16,0.21235954172087196
2024-07-17,0.2318688535235603
2024-07-18,0.2534352801672253
2024-07-19,0.24701929618336047
2024-07-22,0.24660325806676123
2024-07-23,0.2783843347864672
2024-07-24,0.2831807713475071
2024-07-25,0.2850911196839008
2024-07-26,0.2823456370897531
2024-07-29,0.27504579085586406
2024-07-30,0.27551768627763956
2024-07-31,0.293343220991654
2024-08-01,0.27808021693817775
2024-08-02,0.24411000385208806
2024-08-05,0.23297285913125143
2024-08-06,0.22211928594126004
2024-08-07,0.22869812775902854
2024-08-08,0.22194384140622217
2024-08-09,0.22583076102456243
2024-08-12,0.22524634632673904
2024-08-13,0.22907926468628154
2024-08-14,0.23442366632907038
2024-08-15,0.22431259311460136
2024-08-16,0.20149663904224163
2024-08-19,0.19849319877135438
2024-08-20,0.1994938895576926
2024-08-21,0.19960103837381507
2024-08-22,0.20204514063597476
2024-08-23,0.206356279718565
2024-08-26,0.19566845628221552
2024-08-27,0.1973661672011479
2024-08-28,0.19986803487265334
2024-08-29,0.2012220661602927
2024-08-30,0.2209970536143324
2024-09-02,0.21646776255464464
2024-09-03,0.21561799502357948
2024-09-04,0.21089901958087395
2024-09-05,0.21304840255409793
2024-09-06,0.2172889069187489
2024-09-09,0.20772029229044528
2024-09-10,0.21324083779982259
2024-09-11,0.21158724559997422
2024-09-12,0.2163968988511145
2024-09-13,0.20166470799173417
2024-09-16,0.19601306463722915
2024-09-17,0.19711829059531288
2024-09-18,0.18943843193016197
2024-09-19,0.20208163667887244
2024-09-20,0.20608634567907777
2024-09-23,0.20285125640378168
2024-09-24,0.20451000501353758
2024-09-25,0.208870613946774
2024-09-26,0.20320097626609893
2024-09-27,0.1965367971149569
2024-09-30,0.20688199687300757
2024-10-01,0.2021684619951983
2024-10-02,0.20319636708222316
2024-10-03,0.20388514808482713
2024-10-04,0.20084285586947154
2024-10-07,0.20381895722006746
2024-10-08,0.2043968452440019
2024-10-09,0.2227084210594508
2024-10-10,0.22606733647201355
2024-10-11,0.22578711115546465
2024-10-14,0.22823812170013774
2024-10-15,0.23105007219049584
2024-10-16,0.22376901537979332
2024-10-17,0.22105008982538177
2024-10-18,0.20064979977394673
2024-10-21,0.19480314996560766
2024-10-22,0.19240256126228322
2024-10-23,0.2041422700420724
2024-10-24,0.20553934516795538
2024-10-25,0.20532859958481994
2024-10-28,0.21070824489427706
2024-10-29,0.21300594857458288
2024-10-30,0.21162601373389991
2024-10-31,0.19513378742463142
2024-11-01,0.19726184194194776
2024-11-04,0.19712455179180263
2024-11-05,0.19800401119160366
2024-11-06,0.2528382862241005
2024-11-07,0.2543258125971539
2024-11-08,0.26274137107475987
2024-11-11,0.2544096939892962
2024-11-12,0.24959885585631694
2024-11-13,0.24788180995004028
2024-11-14,0.25152813837215116
2024-11-15,0.21527596482162864
2024-11-18,0.213668634828798
2024-11-19,0.2164700861637769
2024-11-20,0.2161935583334836
2024-11-21,0.2193129224256222
2024-11-22,0.2181180043073545
2024-11-25,0.21096860287848831
2024-11-26,0.21616401842274038
2024-11-27,0.22139465197069585
2024-11-28,0.22767555648651766
2024-11-29,0.22034844640665682
2024-12-02,0.21604357721605985
2024-12-03,0.21057775858175798
2024-12-04,0.21887652189537862
2024-12-05,0.21010565886099208
2024-12-06,0.2103150095812874
2024-12-09,0.21108123152911795
2024-12-10,0.21029499192641582
2024-12-11,0.21292469666545827
2024-12-12,0.2167636358962463
2024-12-13,0.2161852918971118
2024-12-16,0.21462914351917334
2024-12-17,0.21846779491858306
2024-12-18,0.21724947766178546
2024-12-19,0.24653375983195863
2024-12-20,0.2470986901801879
2024-12-23,0.24706768959594533
2024-12-24,0.24871961987412858
2024-12-25,0.2518465528610598
2024-12-26,0.2512230093299193
2024-12-27,0.2514251260722894
2024-12-30,0.25015042780657476
2024-12-31,0.25245442186267414
2025-01-01,0.25640940339058993
2025-01-02,0.24788307631238501
2025-01-03,0.2515680307161251
2025-01-06,0.25238220351534907
2025-01-07,0.25787404219255355
2025-01-08,0.2635930880843034
2025-01-09,0.24931686268281242
2025-01-10,0.2277764839824924
2025-01-13,0.22966046427926534
2025-01-14,0.22906229712745663
2025-01-15,0.20836416071143726
2025-01-16,0.19434574861078327
2025-01-17,0.19701125885314483
2025-01-20,0.200159942791303
2025-01-21,0.20193856635926388
2025-01-22,0.1999981273394607
2025-01-23,0.18740299268576002
2025-01-24,0.1983424320924094
2025-01-27,0.21323201210272863
2025-01-28,0.21485322315209382
2025-01-29,0.2314450847147905
2025-01-30,0.2176154874402326
2025-01-31,0.2121538866699466
2025-02-03,0.20872030174845702
2025-02-04,0.2112315721029594
2025-02-05,0.2063912970372672
2025-02-06,0.20748007949854352
2025-02-07,0.21585996473754604
2025-02-10,0.21332903818912843
2025-02-11,0.21348214005926644
2025-02-12,0.20559869389761048
2025-02-13,0.19450650499441488
2025-02-14,0.1906336814372244
2025-02-17,0.1907390619342032
2025-02-18,0.19040274220732845
2025-02-19,0.18843173765653537
2025-02-20,0.18876765979284985
2025-02-21,0.18198524935032306
2025-02-24,0.18266193758985957
2025-02-25,0.18445923141473083
2025-02-26,0.19468397548145003
2025-02-27,0.19147641004103885
2025-02-28,0.1840991980560429
2025-03-03,0.18183514657904953
2025-03-04,0.2390434766551062
2025-03-05,0.24980359552725892
2025-03-06,0.25966294199141
2025-03-07,0.2707191926265469
2025-03-10,0.2686984607926133
2025-03-11,0.2587326766832934
2025-03-12,0.26484313264990417
2025-03-13,0.26722686632184817
2025-03-14,0.27445063206521275
2025-03-17,0.26846639392339744
2025-03-18,0.2736451892389075
2025-03-19,0.27327546847276085
2025-03-20,0.275947852353957
2025-03-21,0.27826221582447697
2025-03-24,0.27203670317351275
2025-03-25,0.27107308788794254
2025-03-26,0.27917196302955766
2025-03-27,0.2833017710215886
2025-03-28,0.2800729352333025
2025-03-31,0.27997205118615887
2025-04-01,0.2708746683405913
2025-04-02,0.270747698204629
2025-04-03,0.2978092465840382
2025-04-04,0.3643904233156242
2025-04-07,0.3408669822601644
2025-04-08,0.21602582822445043
2025-04-09,0.14011049711106807
2025-04-10,0.002590626762599778
2025-04-11,-0.008368708803623384
2025-04-14,-0.008632727748887544
2025-04-15,-0.003938558425045496
2025-04-16,-0.005642679472008883
2025-04-17,-0.004105426321584778
2025-04-18,-0.004785901108197632
2025-04-21,-0.005384691239629172
2025-04-22,-0.005400948348764769
2025-04-23,0.008350312484028063
2025-04-24,0.013052457872685613
2025-04-25,0.01572237159951683
2025-04-28,0.014541324484942301
2025-04-29,0.01532268937054659
2025-04-30,0.015043114260246447
2025-05-01,-0.01630974095568358
2025-05-02,-0.02916165349107687
2025-05-05,-0.035831080249314744
2025-05-06,-0.03767872915941378
2025-05-07,-0.035802644374969
2025-05-08,-0.033494295331585565
2025-05-09,-0.03717399929626071
2025-05-12,-0.02437998749802905
2025-05-13,-0.02320991925721809
2025-05-14,-0.024821263419819606
2025-05-15,-0.026123002860818506
2025-05-16,-0.025676622954064872
2025-05-19,-0.029267463522699124
2025-05-20,-0.029292766432191666
2025-05-21,-0.0292781831437332
2025-05-22,-0.030353126162970707
2025-05-23,-0.03125352657195492
2025-05-26,-0.029415777162851982
2025-05-27,-0.02701144671603528
2025-05-28,-0.02568618730573566
2025-05-29,-0.03243289201833505
2025-05-30,-0.03273480486910225
2025-06-02,-0.033894607519748425
2025-06-03,-0.027773378710266448
2025-06-04,-0.027543046518104422
2025-06-05,-0.029809399525217398
2025-06-06,-0.030749453382477372
2025-06-09,-0.03031067142277054
2025-06-10,-0.0300581571084024
2025-06-11,-0.030706805292612473
2025-06-12,-0.029835447186046696
2025-06-13,-0.04048260432119726
2025-06-16,-0.041308864418038806
2025-06-17,-0.042514931601954443
2025-06-18,-0.04219290907345876
2025-06-19,-0.041650105367925204
2025-06-20,-0.04144540807284713
2025-06-23,-0.0415160152217652
2025-06-24,-0.038450768976928305
2025-06-25,-0.03880480353675594
2025-06-26,-0.03866414074542993
2025-06-27,-0.03726791978996133
2025-06-30,-0.03800514505608023
2025-07-01,-0.03859653620459396
2025-07-02,-0.04080100714815284
2025-07-03,-0.04024486834509154
2025-07-04,-0.040533493180474243
2025-07-07,-0.041025249466913466
2025-07-08,-0.040716059681194294
2025-07-09,-0.03783600706979813
2025-07-10,-0.0472801871211355
2025-07-11,-0.04456353955783491
2025-07-14,-0.04862631766937253
2025-07-15,-0.04825217850497506
2025-07-16,-0.05075786025418597
2025-07-17,-0.04737232851213056
2025-07-18,-0.046835269664812954
2025-07-21,-0.046259948043073484
2025-07-22,-0.046543698771424474
2025-07-23,-0.048213760481754006
2025-07-24,-0.04782419930730249
2025-07-25,-0.048545349274558454
2025-07-28,-0.05158699366633059
2025-07-29,-0.052437622738102437
2025-07-30,-0.052164178402501545
2025-07-31,-0.05026887944592815
2025-08-01,-0.04786550328134236
2025-08-04,-0.04665334419723774
2025-08-05,-0.04756356482548902
2025-08-06,-0.04756174043291517
2025-08-07,-0.041337722507200025
2025-08-08,-0.03859943575491621
2025-08-11,-0.038169310870890934
2025-08-12,-0.03823801191357579
2025-08-13,-0.03935769117235674
2025-08-14,-0.0381652415972617
2025-08-15,-0.035143573139094886
2025-08-18,-0.032455900060732
2025-08-19,-0.03302273775038272
2025-08-20,-0.03332599204073706
2025-08-21,-0.03973528750317304
2025-08-22,-0.03545004162215897
2025-08-25,-0.03312236671200512
2025-08-26,-0.03325145739433179
2025-08-27,-0.06714506757911518
2025-08-28,-0.09190255244916717
2025-08-29,-0.09190243438707629
2025-09-01,-0.10245022241806594
2025-09-02,-0.09796821526819832
2025-09-03,-0.1013120208928313
2025-09-04,-0.10286708154895528
2025-09-05,-0.10114875011015492
2025-09-08,-0.1070104454023114
2025-09-09,-0.10895867513389228
2025-09-10,-0.10676778959732974
2025-09-11,-0.11306220553843359
2025-09-12,-0.11450675766809872
2025-09-15,-0.11275144346369788
2025-09-16,-0.11595494652283386
2025-09-17,-0.11569297678414406
2025-09-18,-0.11329762245233314
2025-09-19,-0.11711744167014078
2025-09-22,-0.12071690220423911
2025-09-23,-0.12098568252230515
2025-09-24,-0.12103079742719622
2025-09-25,-0.12000436024765344
2025-09-26,-0.18607952965400365
2025-09-29,-0.31718569902102434
2025-09-30,-0.34891867119260295
2025-10-01,-0.2300116387829294
2025-10-02,-0.1575884057004327
2025-10-03,0.09427667991333927
2025-10-06,0.1256929535339501
2025-10-07,0.15983016472772366
2025-10-08,0.14962066537740396
2025-10-09,0.1586590495407299
2025-10-10,0.15388960291991344
2025-10-13,0.15236120430593442
2025-10-14,0.15118811267097898
2025-10-15,0.16068484739166608
2025-10-16,0.13301015926654117
2025-10-17,0.15472094148308452
2025-10-20,0.1486370314025157
2025-10-21,0.1518431870751267
2025-10-22,0.1607972475186548
2025-10-23,0.16011093748195676
2025-10-24,0.16052221991809085
2025-10-27,0.20080338078848398
2025-10-28,0.20057756960978756
2025-10-29,0.20807365663440247
2025-10-30,0.21015867039481576
2025-10-31,0.2116859036706362
2025-11-03,0.21262315280287855
2025-11-04,0.23766299225908769
2025-11-05,0.23544883020354535
2025-11-06,0.2340575126599643
2025-11-07,0.27531603950499645
2025-11-10,0.2602574235752169
2025-11-11,0.2600356697863421
2025-11-12,0.26309431230011343
2025-11-13,0.2816567482058421
2025-11-14,0.28900744754099605
2025-11-17,0.2918492401473257
2025-11-18,0.30161833846040587
2025-11-19,0.29963669918877844
2025-11-20,0.2994845462504542
2025-11-21,0.30519898371237686
2025-11-24,0.2982900847700661
2025-11-25,0.3053763367331902
2025-11-26,0.30091236275911565
2025-11-27,0.3007926890503689
2025-11-28,0.3039753837601687
2025-12-01,0.3021224945848455
2025-12-02,0.30195241527165095
2025-12-03,0.3019962491604634
2025-12-04,0.3015903516079437
2025-12-05,0.30281648963342384
2025-12-08,0.2906471757627377
2025-12-09,0.293103712230189
2025-12-10,0.2984393782172676
2025-12-11,0.29800801014588424
2025-12-12,0.296316462829139
2025-12-15,0.2976038691565206
2025-12-16,0.29899035004123836
2025-12-17,0.2953015817428111
2025-12-18,0.29733703718554233
2025-12-19,0.29767816437531514
2025-12-22,0.2942184628113239
2025-12-23,0.29565513045016434
2025-12-24,0.29638579081680566
2025-12-25,0.2966647119285869
2025-12-26,0.3043953335381035
2025-12-29,0.30535487130073174
2025-12-30,0.3054358222009189
2025-12-31,0.30454272857531456
