ticker,alpha_annual,n_obs_alpha,expense_pct,Strat,z_alpha,z_neg_expense,score_level2,beta,beta_stress,beta_bloc1,corr,return_stress,skewness,maxdd_abs,sharpe,sortino,vol,ret_ann,kurtosis,score_custom,review_date,calib_start,calib_end,active_from,active_to
ESELIAE LX Equity,0.12456662894959498,259,0.64,STRAT3,1.3086349062189413,0.8233112974108223,0.5572153494091128,0.06766644045078313,0.014718187030742019,0.014718187030742019,0.22904608082922442,0.04979370528366389,0.3392060036144598,0.014258315710281355,8.020905298556583,9.610617080047689,0.01633287090994617,0.1310044108222279,8.124862686249015,0.5572153494091128,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
ECMSSFC LX Equity,0.11558275309611843,259,0.7,STRAT3,1.1588156821856073,0.7566566368826071,0.4218664547803474,0.06853223232965162,0.022398031562967824,0.022398031562967824,0.2650548576149499,0.03426960724704542,-0.20769694634813116,0.01290716772851419,8.541906778961419,9.709889806800804,0.01429457257330191,0.12210290636624355,4.33941810484308,0.4218664547803474,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
INICLBI GR Equity,0.10762187074481601,259,0.6,STRAT3,1.0404305225916115,0.8677477377629659,0.3848658399174659,0.014792707439992028,-0.08732561173268936,-0.08732561173268936,0.02522109441630612,0.13790659304373243,-2.579829356954463,0.02396923142468599,3.362383253907626,2.7526096937582807,0.03242618106924017,0.10902924821538962,20.19920946627067,0.3848658399174659,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
NBESEIA ID Equity,0.11844934796956454,259,0.82,STRAT3,1.2103538640620666,0.6233473158261766,0.3602941344442296,0.04579415486446619,-0.0205674589550967,-0.0205674589550967,0.15601138060822556,0.06266180633708629,-0.14217118325956613,0.012544010443968578,7.567535507247596,9.203156376331481,0.016228031111513774,0.12280620164909917,3.380355308004079,0.3602941344442296,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
AEABSIA ID Equity,0.07589331513683975,259,0.3,STRAT3,0.4940062050535359,1.201021040404042,0.29123249612667756,0.008322793340028351,0.059143561438030234,0.059143561438030234,0.01879571243622538,-0.008444202825014124,-0.01950321343288432,0.01088091522327117,3.132484007585302,4.061130748198347,0.024480618291134994,0.07668514529278059,3.2367104981642925,0.29123249612667756,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
UIATHNA GR Equity,0.04151382648231102,261,1.23,STRAT1,-0.1199399504496439,0.17654258109848636,0.2999999999999988,0.1902153463559073,0.5597716571258078,0.5597716571258078,0.3026159650292172,-0.1344603411531674,2.7127728254976184,0.019777841539772578,1.943880808795311,2.1706706133634794,0.03009309651643043,0.058497392795514136,64.22337265336509,0.2999999999999988,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
ALLVOSI LX Equity,0.007128376718649703,261,0.7,STRAT1,-0.7712776794458105,0.7282184330571292,-0.3000000000000011,0.1013630314589338,0.600949334055337,0.600949334055337,0.13186858206664395,-0.03971890439509984,-5.069639034819998,0.036891032118047895,0.43963428668110854,0.3164254132929686,0.03680030481844014,0.016178675758502292,41.603365674196525,-0.3000000000000011,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
REYLSEB LX Equity,0.1960017640690386,261,2.64,STRAT2,2.6814190246502645,-1.2911233646782805,1.4567259766892784,-0.17454761650241563,0.15577720458925715,0.15577720458925715,-0.17305401806607057,0.4710344296287421,0.24269200156262902,0.01586494060549215,3.7362189290348136,6.778511600560582,0.048288687044206656,0.18041710659280308,0.4203950030865271,1.4567259766892784,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
MEDMORL ID Equity,0.17028716217300746,261,3.39,STRAT2,2.2193192601473526,-2.0717967400914543,0.9156900141888837,0.11219983773985255,0.518691271824658,0.518691271824658,0.07210882537229857,0.10158250908837352,-2.732649032064173,0.060618726262358535,2.4204208638931966,2.404195877142456,0.07449325814589357,0.1803050362357026,24.978959106188732,0.9156900141888837,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
CHDYCLA ID Equity,0.12697534590131834,261,2.76,STRAT2,1.455611036041335,-1.4160311047443879,0.6496670986550764,0.13487151262482303,0.5243407988984112,0.5243407988984112,0.10648237664400081,0.04408218122147334,-0.4053017865541706,0.04853970542127961,2.2925233445833944,2.8224697154080345,0.06063950595092624,0.13901748299650207,5.334619109113239,0.6496670986550764,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
CARTMTE LX Equity,0.08448289613809284,261,1.557,STRAT2,0.7462765483645607,-0.16383101058165733,0.5082707984257157,-0.06547781669303039,0.3543222064998238,0.3543222064998238,-0.039382565597020656,0.13393132662048735,0.03814148185386838,0.04922173108117056,0.9879196530044774,1.5712377702709424,0.07959821827298165,0.07863664417601868,0.3217849541230575,0.5082707984257157,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
PDAIEUR LX Equity,0.07744330990872973,261,1.56,STRAT2,0.5405176215692226,-0.16695370408331017,0.47433279457812333,0.2384457135403894,0.6907320210586088,0.6907320210586088,0.31688491111363004,-0.09018136883912653,-0.6013879017766938,0.03115592785392718,2.7407029715917672,3.6645316369482273,0.0360247620885831,0.09873317250706615,2.7611510870464784,0.47433279457812333,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
UGEEIBA ID Equity,0.0422819659333833,261,0.13,STRAT2,-0.06993957639762466,1.321530198371141,0.47371128826890074,0.165924790880914,0.6307663824160259,0.6307663824160259,0.11971884357796969,0.045827242747095376,0.06632014195392133,0.06900919742704559,0.860496834642263,1.2907351334522328,0.06635320846339768,0.05709672585111192,1.524551359422146,0.47371128826890074,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
EXCRISA LX Equity,0.05428667220797468,261,1.37,STRAT2,0.12003818109696483,0.030816884354693798,0.3411685186730966,0.08812615509538559,-0.06436160491436634,-0.06436160491436634,0.18368714405154346,-0.05204544421014545,0.6192643445203255,0.009535245010473647,2.7060609364871198,5.4303528156345084,0.02296884846287778,0.06215510358148579,1.3604708554187468,0.3411685186730966,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
NUMCAII ID Equity,0.14113680299362058,261,,STRAT3,1.694505422164836,,1.3036257599089802,0.2159701127665769,-0.1212007989321376,-0.1212007989321376,0.1523360967367554,0.04445204750946119,-0.04323918150002784,0.03138139784901672,2.363492741821948,3.629036846399516,0.06787408583609982,0.1604199092314218,3.221754482753451,1.3036257599089802,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
DISFCPE LX Equity,0.15202097546865181,261,1.11,STRAT3,1.9138331870840462,0.301450321164594,1.1681929270588451,-0.14598875247826143,0.35448248438354935,0.35448248438354935,-0.19443457661844193,0.49972640325109974,-0.02294611651779426,0.01239333835315859,3.86645266168036,6.026070496202281,0.035946702758773756,0.13898622456029353,0.9855702829166306,1.1681929270588451,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
BNPAOPP LX Equity,0.09056244912406322,261,0.66,STRAT3,0.7897494728546023,0.7698543464124984,0.6165756046532974,-0.002234336722776482,0.04846292270960631,0.04846292270960631,-0.019898650098630188,0.10265548794641988,1.3682363044217383,0.001641112548386836,16.80940149312454,16.885015818881307,0.005375738939029629,0.09036295414837237,5.373125594444817,0.6165756046532974,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
AEABSIA ID Equity,0.06544801561313725,261,0.3,STRAT3,0.32850801775931704,1.1445775666108218,0.5200787217523876,0.018628545167277084,-0.044604809542594825,-0.044604809542594825,0.061635033357579576,-0.001805210197132534,-0.05307020623734007,0.0019505830004910019,4.638003595349933,10.03608204686316,0.014469864546105857,0.0671112837890655,-0.23771945709680553,0.5200787217523876,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
INICLBI GR Equity,0.08321057856743459,261,0.6,STRAT3,0.6568411476821433,0.8323082164455523,0.4369045936322148,0.01618789338015253,-0.11503553121193011,-0.11503553121193011,0.044474267835545006,0.0249107832602824,-11.203865518031176,0.01538196065343922,4.858058036602606,1.8949731346359229,0.017425878835575614,0.08465593072203137,162.1536101699071,0.4369045936322148,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
ESELIAE LX Equity,0.07279107128634152,261,0.64,STRAT3,0.4630152318920512,0.790672303090183,0.36978213508884544,0.017582227804047893,0.11057909938766086,0.11057909938766086,0.10844173743159415,0.07169599091827483,-1.447646530066651,0.0027291046076610703,9.579749326058275,7.7146218371323565,0.007762303108909484,0.07436091797623567,7.413173807114591,0.36978213508884544,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
ECMSSFC LX Equity,0.07504808036807112,261,0.7,STRAT3,0.5043491716711707,0.7282184330571292,0.3589581808813813,0.019495694140508172,0.1251062823678059,0.1251062823678059,0.13387046128795638,0.07318053234663235,-1.2397556057948178,0.0030422238680374303,11.013633545681952,8.425884624485475,0.0069721561448090625,0.07678877280220164,7.50026756519628,0.3589581808813813,2025-01-01,2024-01-01,2024-12-31,2025-01-01,2025-12-31
